,observer_id,login,name,photo_url,taxon_name,ancestry,taxon_id,rank,photo_id,photo_uuid,extension
1221,32808,adrianj,AJ Johnson,http://inaturalist-open-data.s3.amazonaws.com/photos/1011521/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1011521,38635292-e05d-4711-9544-9e9889a30840,jpg
1222,9706,greglasley,Greg Lasley,http://inaturalist-open-data.s3.amazonaws.com/photos/1016241/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1016241,9361c94c-5db1-4bde-a191-ca3d1b1ae056,jpg
1223,44558,pjamorgan,,http://inaturalist-open-data.s3.amazonaws.com/photos/1018488/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1018488,5d5c3df0-5007-4b6e-a34a-a076f0d10c85,jpg
1224,44558,pjamorgan,,http://inaturalist-open-data.s3.amazonaws.com/photos/1018489/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1018489,29fc6868-36cb-41fb-a5cb-6199cd2903cc,jpg
1225,44558,pjamorgan,,http://inaturalist-open-data.s3.amazonaws.com/photos/1018497/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1018497,f68300e2-c6b6-43d5-97d0-956afe27a8a4,jpg
1226,44558,pjamorgan,,http://inaturalist-open-data.s3.amazonaws.com/photos/1018492/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1018492,66809c6b-dbed-4f95-9358-46cc5c569b17,jpg
1227,44558,pjamorgan,,http://inaturalist-open-data.s3.amazonaws.com/photos/1018499/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1018499,6baaf27d-b3bf-42da-8c34-021ade1836b2,jpg
1228,9706,greglasley,Greg Lasley,http://inaturalist-open-data.s3.amazonaws.com/photos/1023305/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1023305,d2b76a54-a6e3-4c98-9988-0db466043f59,jpg
1229,19435,abr,Amelia Ryan,http://inaturalist-open-data.s3.amazonaws.com/photos/1023453/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1023453,e05683e9-aab5-4a8b-98e6-f6a20d0bb27f,JPG
1230,11792,kylejones,Kyle Jones,http://inaturalist-open-data.s3.amazonaws.com/photos/1023646/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1023646,23c8466f-bd78-4c99-b94d-9e39d998e0be,JPG
1231,15634,crgillette,,http://inaturalist-open-data.s3.amazonaws.com/photos/1025867/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1025867,2f1e4820-de31-4bcf-8408-4721dc9d2993,jpg
1232,9950,jmcalpin,Jessica,http://inaturalist-open-data.s3.amazonaws.com/photos/1028631/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1028631,22b583cc-ece4-4015-b92c-5e2484c417a4,jpg
1233,46170,gberry,,http://inaturalist-open-data.s3.amazonaws.com/photos/1029081/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1029081,3b185144-4347-49bb-b80a-bc743d42d72f,jpg
1234,46170,gberry,,http://inaturalist-open-data.s3.amazonaws.com/photos/1029080/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1029080,ecf966ab-ef2a-4bc1-b750-fea13168c12c,jpg
1235,43332,dhitchcox,Doug Hitchcox,http://inaturalist-open-data.s3.amazonaws.com/photos/1029435/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1029435,fa07ccc3-5af6-4213-a92b-6760aec47586,jpg
1236,28775,mchlfx,Michael D Fox,http://inaturalist-open-data.s3.amazonaws.com/photos/1030307/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1030307,6c045cb7-a69a-4f57-9d82-3b2101a1f07d,JPG
1237,20957,tapaculo99,,http://inaturalist-open-data.s3.amazonaws.com/photos/1031497/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1031497,5233bbce-49b1-4986-858a-78269b1111fb,JPG
1238,12036,zaccota,Zac Cota,http://inaturalist-open-data.s3.amazonaws.com/photos/1031643/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1031643,2dd8ec2e-7257-4a1b-a228-3a0452e2f182,JPG
1239,18559,jessicaw,Jessica,http://inaturalist-open-data.s3.amazonaws.com/photos/1031867/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1031867,8487427c-e8cf-43b4-a05a-e5d6cecc83f5,jpg
1240,12045,larry522,Larry Clarfeld,http://inaturalist-open-data.s3.amazonaws.com/photos/1034781/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1034781,f49272ba-c5e7-4377-8023-882a0fca6379,jpg
1241,18559,jessicaw,Jessica,http://inaturalist-open-data.s3.amazonaws.com/photos/1035681/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1035681,6c7083e5-21f9-478e-a1ca-be51fe686121,jpg
1242,9706,greglasley,Greg Lasley,http://inaturalist-open-data.s3.amazonaws.com/photos/1036258/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1036258,64e4510e-c0af-482f-a91d-4af1fc5da356,jpg
1243,44496,sgreene13,,http://inaturalist-open-data.s3.amazonaws.com/photos/1039594/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1039594,136cd751-744c-4454-b933-16b84a30d24e,jpg
1244,28775,mchlfx,Michael D Fox,http://inaturalist-open-data.s3.amazonaws.com/photos/1039840/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1039840,f47a6643-5157-42f5-9046-da03a9d58395,JPG
1245,11792,kylejones,Kyle Jones,http://inaturalist-open-data.s3.amazonaws.com/photos/1042896/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1042896,e6ca4080-bbfe-4750-bc1b-7701fbac9c6f,JPG
1246,47666,beccaahern,Becca Ahern,http://inaturalist-open-data.s3.amazonaws.com/photos/1043099/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1043099,05d7413c-a64e-45d8-a389-51365adb9eb0,jpg
1247,22589,sambiology,Sam Kieschnick,http://inaturalist-open-data.s3.amazonaws.com/photos/1045807/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1045807,6883d852-02b3-48d8-8017-68eb0186ef88,jpg
1248,22589,sambiology,Sam Kieschnick,http://inaturalist-open-data.s3.amazonaws.com/photos/1045808/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1045808,0f330eca-89ce-42a7-aee7-77f069b8797d,jpg
1249,44389,arturo3,Arturo Hernandez,http://inaturalist-open-data.s3.amazonaws.com/photos/1052076/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1052076,adb58ef3-e6fe-4e82-b0cf-49e68b224c15,JPG
1250,14660,gparkins,Grant Parkins,http://inaturalist-open-data.s3.amazonaws.com/photos/1052487/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1052487,35759fdb-73a5-43c9-ae5b-97b92746de4c,jpg
1251,23415,nancyed,Nancye Saunders Drukker,http://inaturalist-open-data.s3.amazonaws.com/photos/1052921/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1052921,6c0e23fb-d5ce-4c93-95d3-9959c2c859b3,JPG
1252,23415,nancyed,Nancye Saunders Drukker,http://inaturalist-open-data.s3.amazonaws.com/photos/1052920/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1052920,33302173-ca3c-4d96-980f-df53755cb06a,JPG
1253,7580,carrieseltzer,Carrie Seltzer,http://inaturalist-open-data.s3.amazonaws.com/photos/1054669/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1054669,c75a233e-dbc4-498e-9a04-825847fcad51,JPG
1254,7580,carrieseltzer,Carrie Seltzer,http://inaturalist-open-data.s3.amazonaws.com/photos/1054668/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1054668,4377d97c-c930-4263-a687-264c07d2008b,JPG
1255,2281,cullen,Cullen Hanks,http://inaturalist-open-data.s3.amazonaws.com/photos/1056192/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1056192,eb21ce23-c614-4f05-868b-c13946c9f4a2,jpg
1256,2281,cullen,Cullen Hanks,http://inaturalist-open-data.s3.amazonaws.com/photos/1056219/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1056219,2fa800a0-cbe5-464e-b60f-6cf2574dd37a,jpg
1257,2281,cullen,Cullen Hanks,http://inaturalist-open-data.s3.amazonaws.com/photos/1056205/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1056205,2edcade0-f9cc-4612-99a3-8705553362cc,jpg
1258,206,lfelliott,Lee Elliott,http://inaturalist-open-data.s3.amazonaws.com/photos/1056295/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1056295,0be37d27-df69-4c5e-9e80-045b00769c14,jpg
1259,2179,charlie,Charlie Hohn,http://inaturalist-open-data.s3.amazonaws.com/photos/1058957/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1058957,63a56d90-f8e0-4a57-a610-0f38a601e1cd,jpg
1260,2179,charlie,Charlie Hohn,http://inaturalist-open-data.s3.amazonaws.com/photos/1058958/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1058958,cab6c548-5fa7-4ea2-954a-17530ee14eba,jpg
1261,46960,nlrudr,Nancy Ruder,http://inaturalist-open-data.s3.amazonaws.com/photos/1059109/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1059109,69718cce-d5ac-4dd3-9346-d2abc9b4df53,jpg
1262,28590,bonjours2,,http://inaturalist-open-data.s3.amazonaws.com/photos/1060544/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1060544,cce5991a-ee69-4a3f-84ff-1bf9af9da5fb,jpg
1263,28775,mchlfx,Michael D Fox,http://inaturalist-open-data.s3.amazonaws.com/photos/1063081/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1063081,bab34c3d-e41a-4385-bab5-67f04589bdc1,jpg
1264,25728,redis93,,http://inaturalist-open-data.s3.amazonaws.com/photos/1063102/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1063102,1a5b32ab-a328-4dca-91e8-70a015964a0a,jpg
1265,31792,aarongunnar,aarongunnar,http://inaturalist-open-data.s3.amazonaws.com/photos/1065187/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1065187,c7d6f5be-aa67-4528-b255-354b3acd45b2,jpg
1266,49868,peterkay,,http://inaturalist-open-data.s3.amazonaws.com/photos/1068865/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1068865,5ed95ddb-d58e-4aa6-9927-8bdd24d0fffb,JPG
1267,14334,mayfly1963,mayfly1963,http://inaturalist-open-data.s3.amazonaws.com/photos/1069294/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1069294,aec56dff-084d-47ad-b40d-3a27d3115ed2,jpg
1268,17478,antonio_robles,Antonio Robles,http://inaturalist-open-data.s3.amazonaws.com/photos/1069698/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1069698,5dd88aae-946d-4c83-b220-df7cb90a9edb,jpg
1269,23949,carya_spp,Carya Cornell,http://inaturalist-open-data.s3.amazonaws.com/photos/1070042/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1070042,0f00fcd8-3bb7-43ad-ba9f-14ca5fa01ccc,jpg
1270,25809,naturenut,Jeri Tooley,http://inaturalist-open-data.s3.amazonaws.com/photos/1071350/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1071350,f9bfd3f3-2193-4b4e-b0bd-004b0fc68a6d,JPG
1271,25809,naturenut,Jeri Tooley,http://inaturalist-open-data.s3.amazonaws.com/photos/1071353/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1071353,7dc0feb6-21c6-4543-8c4c-011cb0d9def6,JPG
1272,25809,naturenut,Jeri Tooley,http://inaturalist-open-data.s3.amazonaws.com/photos/1071361/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1071361,92990d9a-4d1f-4474-a0af-327b1c6fdf60,JPG
1273,25809,naturenut,Jeri Tooley,http://inaturalist-open-data.s3.amazonaws.com/photos/1071369/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1071369,3e30c3ca-7094-4ac2-9c5f-36c92aef9759,JPG
1274,18633,miketroll,Mike troll Dame,http://inaturalist-open-data.s3.amazonaws.com/photos/1073399/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1073399,e91e076e-ba26-4359-ac83-a1afa521f374,JPG
1275,25809,naturenut,Jeri Tooley,http://inaturalist-open-data.s3.amazonaws.com/photos/1073490/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1073490,8e6f6992-e405-4fbc-9ffc-6f8911ba1c7c,JPG
1276,16575,mothvet,,http://inaturalist-open-data.s3.amazonaws.com/photos/1076167/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1076167,755aa5b3-cf70-491e-9c5b-a0698a0c0d86,JPG
1277,34496,patsimpson2000,Patricia Simpson,http://inaturalist-open-data.s3.amazonaws.com/photos/1076304/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1076304,e84bcdb1-cf6a-4f1e-ae8a-ea149015cc90,JPG
1278,42653,hcoyle,,http://inaturalist-open-data.s3.amazonaws.com/photos/1077302/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1077302,ebc5fc1a-437a-41da-969c-3b06efc8bd14,jpg
1279,26296,connlindajo,Linda Jo Conn,http://inaturalist-open-data.s3.amazonaws.com/photos/1077886/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1077886,9d6c6e31-ccb5-4db0-832e-ca8381b71c3e,JPG
1280,9434,taogirl,Judith Ellen Lopez,http://inaturalist-open-data.s3.amazonaws.com/photos/1079233/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1079233,110392b9-2c22-4c21-b355-1b77d0a21cf1,JPG
1281,9434,taogirl,Judith Ellen Lopez,http://inaturalist-open-data.s3.amazonaws.com/photos/1079234/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1079234,3330cfa2-0c8f-4e9f-9bc3-4a27ec4facd1,JPG
1282,9434,taogirl,Judith Ellen Lopez,http://inaturalist-open-data.s3.amazonaws.com/photos/1079235/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1079235,bdc407bd-cea5-4db4-889f-38b36979a3ab,JPG
1283,9434,taogirl,Judith Ellen Lopez,http://inaturalist-open-data.s3.amazonaws.com/photos/1079238/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1079238,a51aafcd-45cf-4fa6-8459-0cb196c16b4d,JPG
1284,9434,taogirl,Judith Ellen Lopez,http://inaturalist-open-data.s3.amazonaws.com/photos/1079239/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1079239,ffb70421-bfa4-460c-82a4-f512f9588742,JPG
1285,9434,taogirl,Judith Ellen Lopez,http://inaturalist-open-data.s3.amazonaws.com/photos/1079240/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1079240,4de4b438-8ff3-40b9-833e-6cbe39387e74,JPG
1286,13979,robberfly,Liam O'Brien,http://inaturalist-open-data.s3.amazonaws.com/photos/1081246/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1081246,71137ebe-3f53-40e2-ac15-f440d0a60a28,jpg
1287,13979,robberfly,Liam O'Brien,http://inaturalist-open-data.s3.amazonaws.com/photos/1081241/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1081241,9d1588fa-bce1-45c4-bafc-795c243dd7e9,jpg
1288,16101,dpom,Donna Pomeroy,http://inaturalist-open-data.s3.amazonaws.com/photos/1081443/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1081443,910b9998-50d5-4f68-91b9-ca367503609e,JPG
1289,25809,naturenut,Jeri Tooley,http://inaturalist-open-data.s3.amazonaws.com/photos/1081455/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1081455,fcff933a-b172-49c8-8c7d-b9911524e056,JPG
1290,25809,naturenut,Jeri Tooley,http://inaturalist-open-data.s3.amazonaws.com/photos/1081489/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1081489,f7c28d5f-1d69-4bd2-a0c4-c68177d6fe3a,JPG
1291,25809,naturenut,Jeri Tooley,http://inaturalist-open-data.s3.amazonaws.com/photos/1081491/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1081491,461e2ed1-cccc-42fa-ac37-d57eb67b48a3,JPG
1292,25809,naturenut,Jeri Tooley,http://inaturalist-open-data.s3.amazonaws.com/photos/1081490/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1081490,ad033810-794c-417e-b48a-3cbc5f1aa450,JPG
1293,25809,naturenut,Jeri Tooley,http://inaturalist-open-data.s3.amazonaws.com/photos/1081493/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1081493,c3bc0403-4188-42d3-8a43-d70d40b76338,JPG
1294,25068,lswift,Larry Swift,http://inaturalist-open-data.s3.amazonaws.com/photos/1081512/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1081512,c5006c58-e922-416a-9dea-2f93ab7e2135,JPG
1295,25068,lswift,Larry Swift,http://inaturalist-open-data.s3.amazonaws.com/photos/1081582/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1081582,f7c4e5cf-535c-4920-b408-21d8dad24ba3,JPG
1296,26610,anudibranchmom,Robin Gwen Agarwal,http://inaturalist-open-data.s3.amazonaws.com/photos/1082056/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1082056,f1b64707-d644-421f-968a-c7d92276065c,jpg
1297,26610,anudibranchmom,Robin Gwen Agarwal,http://inaturalist-open-data.s3.amazonaws.com/photos/1082058/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1082058,22ed2d35-97ed-4c6c-8ac3-4002fb13b30b,jpg
1298,26610,anudibranchmom,Robin Gwen Agarwal,http://inaturalist-open-data.s3.amazonaws.com/photos/1082086/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1082086,8c486c97-2f3d-43f9-bed7-8527369c4624,jpg
1299,206,lfelliott,Lee Elliott,http://inaturalist-open-data.s3.amazonaws.com/photos/1082426/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1082426,26f37921-cec4-45e1-8c3c-9b51f92c32d8,JPG
1300,206,lfelliott,Lee Elliott,http://inaturalist-open-data.s3.amazonaws.com/photos/1084910/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1084910,fd4cb0ef-fbf3-4992-b98d-f189577c70e8,jpg
1301,50678,drebick_amanda,Amanda,http://inaturalist-open-data.s3.amazonaws.com/photos/1087067/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1087067,1ae4e56f-22aa-4108-b5b8-b9dc7e923145,jpg
1302,43298,chiggi55,,http://inaturalist-open-data.s3.amazonaws.com/photos/1087877/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1087877,5fced1eb-08fc-4029-b728-8d26bc750d5a,jpg
1303,38997,prairierattler,M.L.E.,http://inaturalist-open-data.s3.amazonaws.com/photos/1090316/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1090316,bb528b6b-d163-41ec-b35a-45ad598ecb25,jpg
1304,51338,layymkayy,,http://inaturalist-open-data.s3.amazonaws.com/photos/1096038/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1096038,e5b6607b-dcab-494a-95b6-85a89f48a522,JPG
1305,45551,goldeagle60,Pamela Fisher,http://inaturalist-open-data.s3.amazonaws.com/photos/1096475/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1096475,e34a3849-7d62-49fe-b8c3-163840b01b2f,JPG
1306,51998,tbarneyvt,,http://inaturalist-open-data.s3.amazonaws.com/photos/1097989/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1097989,cbea2016-f121-4bab-89d4-fc2267df175f,jpg
1307,18446,royaltyler,Royal Tyler,http://inaturalist-open-data.s3.amazonaws.com/photos/1098411/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1098411,571da3ba-3b22-4f19-b61b-d6c5f0cc111e,jpg
1308,18446,royaltyler,Royal Tyler,http://inaturalist-open-data.s3.amazonaws.com/photos/1098480/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1098480,f388e6fd-75a0-42b1-8f0d-9a132765fa1d,JPG
1309,18446,royaltyler,Royal Tyler,http://inaturalist-open-data.s3.amazonaws.com/photos/1098481/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1098481,635d1b6b-8092-4ac7-ae37-14ca8f8283e5,JPG
1310,18079,lg_price,Linda Gail Price,http://inaturalist-open-data.s3.amazonaws.com/photos/1099006/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1099006,acc574bc-6424-47eb-807d-256d1db5946b,jpg
1311,43895,rehb,Richard Barnes,http://inaturalist-open-data.s3.amazonaws.com/photos/1099746/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1099746,5620f38f-298d-41f9-98c4-3110fdd72da0,jpg
1312,16434,benedictgagliardi,Benedict Gagliardi,http://inaturalist-open-data.s3.amazonaws.com/photos/1100344/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1100344,e428d306-2d9f-4d96-9670-0f1ad3160199,JPG
1313,16575,mothvet,,http://inaturalist-open-data.s3.amazonaws.com/photos/1101316/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1101316,e9513a47-e36c-4754-81c6-8d5f877e1be6,JPG
1314,10787,maractwin,Mark Rosenstein,http://inaturalist-open-data.s3.amazonaws.com/photos/1102131/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1102131,cac5ec3b-8ed3-458d-bb3b-d79c79698415,jpg
1315,9706,greglasley,Greg Lasley,http://inaturalist-open-data.s3.amazonaws.com/photos/1102375/medium.jpg,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1102375,65fef98d-febc-4078-83be-29970d454f76,jpg
1316,9434,taogirl,Judith Ellen Lopez,http://inaturalist-open-data.s3.amazonaws.com/photos/1104314/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1104314,05fb27e9-2585-42f4-9c2d-ea44e5fe50ad,JPG
1317,32654,eraskin,Evan M. Raskin,http://inaturalist-open-data.s3.amazonaws.com/photos/1106403/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1106403,ae4b4381-7668-40b9-a89f-f1d4b46f884f,JPG
1318,32654,eraskin,Evan M. Raskin,http://inaturalist-open-data.s3.amazonaws.com/photos/1106404/medium.JPG,Argiope aurantia,48460/1/47120/245097/47119/47118/120474/342614/319384/47535/1004912/47552,67707,species,1106404,d0e87962-3a63-4aff-a8ab-795c04e9eb1d,JPG
